id,date,time,lat,lng,location id,number of individuals,has photo,Finding place crayfish,Description crayfish,Description finding place crayfish,Code sample location,I replaced the bait
333310280,2024-10-07,18:55:00,51.216843,3.196027,31323,4,True,Stilstaand water,"gesloten areola, 1 exemplaar met 1 schaar","natuurlijke minder steile oevers, veel bladval, diepte +/- 30 a 40 cm","I_8200_4:Waggelwaterbos ((51.21676, 3.19111)",Nee
333310431,2024-10-08,18:36:00,51.216816,3.195887,31323,3,True,Stilstaand water,gesloten areola,"natuurlijke minder steile oevers, veel bladval, diepte +/- 30 a 40 cm","I_8200_4:Waggelwaterbos ((51.21676, 3.19111)",Nee
335904303,2024-10-01,14:36:00,51.202234,3.097939,31345,13,True,Stromend water,Rode Amerikaanse rivierkreeft,"Oeverbegroeiiing met lisdodde, voor de rest open beek",,Nee
335904575,2024-10-01,07:50:00,51.202245,3.0972,31345,13,True,Stromend water,Rode Amerikaanse rivierkreeft,"Oeverbegroeiiing met lisdodde, voor de rest open beek",V-8490-12,Nee
335905139,2024-10-02,09:02:00,51.203525,3.099582,31345,5,True,Stromend water,Rode Amerikaanse rivierkreeft,"Oeverbegroeiiing met lisdodde, voor de rest open beek",V-8490-12,Ja
335905328,2024-10-04,09:19:00,51.203329,3.099704,31345,14,True,Stromend water,Rode Amerikaanse rivierkreeft,"Oeverbegroeiiing met lisdodde, voor de rest open beek. Bijvangst 3 Rietvoorns +/- 10 cm lang",V-8490-12,Nee
335905416,2024-10-04,09:20:00,51.20333,3.099696,31345,5,True,Stromend water,Rode Amerikaanse rivierkreeft,"Oeverbegroeiiing met lisdodde, voor de rest open beek.",V-8490-12,Nee
340189281,2025-03-03,10:00:00,50.98732,4.50812,30871,38,False,,"15 vrouwtjes, 23 mannetjes","24 vallen, 3 nachten in het water",I_1981_3,
345122094,2025-04-16,13:30:00,51.196582,4.037164,28410,18,False,,"9 mannetjes, 9 vrouwtjes","12 vallen, 1 nacht in het water",I_9190_6,
347946187,2025-05-02,08:21:00,50.986238,4.490664,27697,1,True,,Kreeft aktief.,,I-1981-1,
348294350,2025-05-03,08:00:00,50.986274,4.490414,27697,3,True,,"1 klein adult, 1 groot adult, 1 juveniel. Bijvangsten: 1 paling, 1 driedoornige stekelbaars.",,I-1981-2,
348352235,2025-05-04,08:30:00,50.986423,4.490417,27697,2,True,,,3 fuiken gedurende 24h: 2 adulten.,I-1981-2,
350491770,2025-05-15,06:19:00,51.27835,3.283436,31672,1,True,,,"Waterloop met aan 1 zijde brede rietkraag, aan de andere zijde schanskorven",I_8340_8,
350492046,2025-05-15,06:17:00,51.27835,3.283439,31672,1,True,,,,I_8340_8,
350691592,2025-05-16,10:59:00,51.278342,3.28345,31672,1,True,,Adult zonder eitjes,,I_8340_8,
353652702,2025-05-31,09:31:00,50.986242,4.490431,27697,1,True,,,"Waterstand hoog, veel draadwieren, 3 fuiken 24h ter plaatse",I-1981-2,
353796331,2025-06-01,10:44:00,50.986442,4.490397,27697,2,True,,Kreeft 2 zonder scharen.,"Waterstand hoog, veel draadwieren, 3 fuiken 24h ter plaatse",I-1981-2,
355640895,2025-06-10,20:30:00,51.060049,4.511819,191308,6,True,,,"Noordzijde oever, dus heel de dag in de zon. Oever begroeid met struiken en bomen die ook over het water hangen. Rustig. Helder water.",I_2860_4,
355853204,2025-06-11,20:16:00,51.060061,4.51183,191308,1,True,,Denk rode Amerikaanse rivierkreeft,"Helder water, bomen en struiken op de oever, overhangende takken. Noordzijde oever, dus in de zon",I_2860_4,
356039443,2025-06-12,20:56:00,51.060073,4.51191,191308,6,True,,,"Oever vol bomen en struiken, kant oever in de zon. Overhangende takken. Helder water.",I_2860_4,
357020750,2025-06-17,07:30:00,51.073668,5.030393,28259,1,True,,,"sterk stromend water, waterstand ongeveer 50 cm, begroeiing van de oevers met grassoortena",I_2431_3,
358027391,2025-06-21,,51.022517,2.617673,27291,1,True,,"Rode AMerikaanse rivierkreeft, volgroeid",Bergenvaart - waterstand relatief laag ten opzichte van andere jaren - vorig jaar bergenvaart dood wegens lozing,I_8630_11,
362652509,2025-07-12,08:19:00,50.961157,4.478323,134097,8,True,,Verdeeld over de 3 fuikrn,"Beek, maar laag water, zeer traag stromend",I_1982_5,
362825676,2025-07-14,07:49:00,50.961008,4.478302,134097,6,True,,,,I_1982_5,
363133701,2025-07-15,19:26:00,51.249033,3.702147,30102,1,True,,"actief, volwassen exemplaar","langs een brug,waterstand hoog, vooral rietvegetatie",I_9961_1,
363189052,2025-07-15,12:20:00,50.960846,4.478302,134097,9,True,,,,I_1982_5,
363189386,2025-07-13,09:28:00,50.961008,4.478345,134097,5,True,,,,I_1982_5,
363307841,2025-07-15,14:16:00,51.253144,3.286286,31594,2,True,,,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I_8340_7,
363308540,2025-07-16,09:08:00,51.252886,3.286344,31594,2,True,,In totaal 5 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden.,": Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I_8340_7,
363308711,2025-07-16,09:09:00,51.252894,3.286336,31594,2,True,,In totaal 5 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden.,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I_8340_7,
363308806,2025-07-16,09:12:00,51.253133,3.286289,31594,1,True,,In totaal 5 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden. Beschrijving vindplaats rivierkreeft,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I_8340_7,
363417444,2025-07-17,15:57:00,51.253033,3.286303,31594,2,True,,In totaal 8 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I_8340_7,
363418318,2025-07-17,16:01:00,51.253081,3.286288,31594,2,True,,In totaal 8 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden.,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I_8340_7,
363418967,2025-07-17,16:02:00,51.25305,3.2863,31594,2,True,,In totaal 8 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden.,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I_8340_7,
363419731,2025-07-17,16:06:00,51.253045,3.286292,31594,2,True,,In totaal 8 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden.,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I_8340_7,
363546173,2025-07-18,07:57:00,50.961306,4.490447,27703,2,True,,,,I_1982_7,
363672028,2025-07-18,20:32:00,51.248919,3.702247,30102,3,True,,"angstig, 15 cm lang","hoge waterstand, brandnetels, bramen en rietvegetatie",I-9961_1,
363735443,2025-07-18,16:37:00,51.253039,3.286328,31594,2,True,,In totaal 6 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden.,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I-8340-7,
363735720,2025-07-18,16:39:00,51.253036,3.286322,31594,2,True,,In totaal 6 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden.,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I-8340-7,
363736206,2025-07-18,16:45:00,51.253156,3.286294,31594,2,True,,In totaal 6 rode amerikaanse rivierkreeften in het net. De waarnemingen worden gescheiden omdat ik onvoldoende foto's kan uploaden.,"Waterstand constant, weinig stroming, oever bestaat uit gras en is versterkt met stenen.",I-8340-7,
363769398,2025-07-19,,51.086968,4.956014,28596,1,True,,,,I_2431_2,
363842849,2025-07-19,10:47:00,51.004731,4.519528,27210,3,True,,1 kreeft in elke fuik na 24h op lokatie.,3 fuiken,I_2812_1,
363884164,2025-06-21,17:35:00,51.022558,2.617778,27291,1,True,,,"stenen oevers, relatief veel begroeiing in vaart",I_8630_11,
363985098,2025-07-20,10:31:00,51.058701,2.601695,27280,1,True,,rode amerikaanse rivierkreeft,"relatief veel plantengroei, brede rietkraag",I_8630_16,
363985622,2025-07-20,10:17:00,51.016224,2.581934,27291,5,True,,rode amerikaanse rivierkreeft,"beetje stroming vandaag (door regen?), dus het water staat niet echt stil; relatief veel vegetatie in vaartje",,
364042695,2025-07-20,13:00:00,51.217334,3.733903,30120,2,False,,kleine exemplaren,oevers gebetonneerd begroeid met gras en brandnetels,I-9960_1,
364056030,2025-07-20,,51.087046,4.955773,28596,1,False,,,,I_2431_2,
364195862,2025-07-20,,50.961265,4.490619,27703,0,False,,,,I_1982_7,
364196275,2025-07-21,09:32:00,50.96117,4.490554,27703,3,True,,,,I_1982_7,
364208056,2025-07-21,10:34:00,51.004683,4.519436,27210,3,True,,,3 fuiken overnacht.,I_2812_1,
364346969,2025-07-22,09:04:00,51.217183,3.733967,30120,2,True,,volwassen exemplaar,"waterstand 5cm verhoogd tov de dag ervoor, weinig vegetatie op de oever, wel veel slib",I-9960_1,
364354838,2025-07-22,,51.015261,2.580053,610218,3,False,,rode amerikaanse rivierkreeft,zie vorige dagen,I_8630_1,
364355079,2025-07-22,,51.056804,2.603877,610218,1,False,,rode amerikaanse rivierkreeft,zie vorige dagen,I_8630_16,
364505991,2025-07-23,09:16:00,51.217028,3.733864,30120,4,True,,3 levendige en eentje die weinig reactie geeft,"waterstand: 40 cm, veel slib, geen vegetatie in het water",I-9960_1,
364815498,2025-07-24,19:49:00,51.217278,3.733993,30120,3,True,,,,I_9960_1,
364876633,2025-07-25,09:15:00,51.217373,3.733945,30120,2,True,,,,I_9960_1,
365096345,2025-07-26,10:51:00,51.004514,4.518972,27210,7,True,,7 kreeften in 3 vallen overnacht.,,I_2812_1,
365103751,2025-07-26,11:58:00,51.217257,3.733951,30120,1,False,,,,I_9960_1,
365198542,2025-07-26,10:10:00,51.038064,2.580296,610218,1,True,,rode amerikaanse rivierkreeft,"stilstaand water, veel vegetatie in het water, alsook eendekroos, bijvangst zwarte rat (dood) en zeelt",I_8630_15,
365199504,2025-07-24,09:27:00,51.037921,2.580234,610218,1,True,,"rode Amerikaanse rivierkreeft, bijvangst bruine rat (verdronken in val)","stilstaand water, veel vegetatie in het water, alsook eendekroos, bijvangst zwarte rat (dood) en zeelt",I_8630_15,
365199801,2025-07-23,09:26:00,51.038089,2.580294,610218,1,True,,rode amerikaanse rivierkreeft,"stilstaand water, veel vegetatie in het water, alsook eendekroos",I_8630_15,
365455404,2025-07-27,17:32:00,51.270327,3.718672,28358,1,True,,Was beschadigd. Slechts één arm met schaar.,Gevonden op mijn terras! Wellicht meegebracht door mijn kat?,Nvt,
365499007,2025-07-09,13:30:00,51.103921,5.809562,28686,8,True,,,,I_3680_1,
365499193,2025-07-10,13:30:00,51.10384,5.809733,28686,4,True,,,,I_3680_1,
365499482,2025-07-11,11:00:00,51.103948,5.809776,28686,8,True,,,1 ruisvoorn levend en 1 bruine rat dood als bijvangst,I_3680_1,
365499860,2025-07-12,11:00:00,51.103894,5.809605,28686,7,True,,,1 zeelt levend en 1 groene kikker dood als bijvangst,I_3680_1,
365500269,2025-07-09,13:30:00,51.097388,5.80733,29752,1,True,,,,I_3680_8,
365500441,2025-07-10,13:30:00,51.097442,5.807073,29752,1,True,,,,I_3680_8,
365500694,2025-07-11,11:00:00,51.097496,5.807073,29752,1,True,,,,I_3680_8,
365501126,2025-07-12,11:45:00,51.097577,5.807158,29752,1,True,,,1 baars levend en 1 zwartbekgrondel levend als bijvangst,I_3680_8,
366140762,2025-07-27,10:00:00,51.004556,4.518947,27210,1,True,,,1 kreeft in 3 fuiken overnacht,I_2812_1,
366870631,2025-08-05,09:00:00,50.952854,4.454841,134096,1,True,,,poel (laag water),I_1980_9,
368500008,2025-08-14,10:54:00,51.082477,5.094346,23500,2,True,,"1 exemplaar ca. 15 cm, mist linker schaar. 1 exemplaar ca. 10 cm.","Geen merkbare watervegetatie, water sterk vervuild met ijzerhoudend slb",I-3980-4,
